as_of_date,standard_symbol,close
2024-05-17T00:00,SEHK:02137,1.3400000333786
2024-01-15T00:00,SEHK:02137,2.09999990463257
2024-06-03T00:00,SEHK:02137,1.17999994754791
2024-07-08T00:00,SEHK:02137,0.99000000953674
2024-02-14T00:00,SEHK:02137,1.72000002861023
2024-08-21T00:00,SEHK:02137,0.95999997854233
2024-09-12T00:00,SEHK:02137,0.93999999761581
2024-01-25T00:00,SEHK:02137,1.85000002384186
2024-06-25T00:00,SEHK:02137,1.07000005245209
2024-06-06T00:00,SEHK:02137,1.26999998092651
2024-12-19T00:00,SEHK:02137,0.86000001430511
2024-03-08T00:00,SEHK:02137,0.99000000953674
2024-02-02T00:00,SEHK:02137,1.67999994754791
2024-05-31T00:00,SEHK:02137,1.16999995708466
2024-03-28T00:00,SEHK:02137,0.91000002622604
2024-09-11T00:00,SEHK:02137,0.93999999761581
2024-02-29T00:00,SEHK:02137,1.6599999666214
2024-05-06T00:00,SEHK:02137,1.26999998092651
2024-01-16T00:00,SEHK:02137,2.03999996185303
2024-12-11T00:00,SEHK:02137,0.93000000715256
2024-04-02T00:00,SEHK:02137,0.97000002861023
2024-05-24T00:00,SEHK:02137,1.26999998092651
2024-08-19T00:00,SEHK:02137,0.98000001907349
2024-08-15T00:00,SEHK:02137,0.93000000715256
2024-07-09T00:00,SEHK:02137,0.99000000953674
2024-05-16T00:00,SEHK:02137,1.26999998092651
2024-03-04T00:00,SEHK:02137,1.24000000953674
2024-09-09T00:00,SEHK:02137,0.93000000715256
2024-08-13T00:00,SEHK:02137,0.94999998807907
2024-05-09T00:00,SEHK:02137,1.29999995231628
2024-06-04T00:00,SEHK:02137,1.21000003814697
2024-09-30T00:00,SEHK:02137,1.26999998092651
2024-09-27T00:00,SEHK:02137,1.16999995708466
2024-05-28T00:00,SEHK:02137,1.24000000953674
2024-04-12T00:00,SEHK:02137,0.97000002861023
2024-08-09T00:00,SEHK:02137,0.97000002861023
2024-06-14T00:00,SEHK:02137,1.13999998569489
2024-07-29T00:00,SEHK:02137,1.04999995231628
2024-12-30T00:00,SEHK:02137,1.00999999046326
2024-11-22T00:00,SEHK:02137,1.0
2024-10-28T00:00,SEHK:02137,1.04999995231628
2024-04-30T00:00,SEHK:02137,1.25
2024-08-01T00:00,SEHK:02137,1.0
2024-06-12T00:00,SEHK:02137,1.23000001907349
2024-05-27T00:00,SEHK:02137,1.27999997138977
2024-08-30T00:00,SEHK:02137,0.99000000953674
2024-12-23T00:00,SEHK:02137,0.97000002861023
2024-07-19T00:00,SEHK:02137,1.04999995231628
2024-03-06T00:00,SEHK:02137,1.03999996185303
2024-04-15T00:00,SEHK:02137,0.93000000715256
2024-11-20T00:00,SEHK:02137,1.03999996185303
2024-06-17T00:00,SEHK:02137,1.12999999523163
2024-01-24T00:00,SEHK:02137,1.82000005245209
2024-10-23T00:00,SEHK:02137,1.05999994277954
2024-01-18T00:00,SEHK:02137,1.95000004768372
2024-09-03T00:00,SEHK:02137,0.94999998807907
2024-04-29T00:00,SEHK:02137,1.24000000953674
2024-07-17T00:00,SEHK:02137,1.12000000476837
2024-08-28T00:00,SEHK:02137,0.99000000953674
2024-06-26T00:00,SEHK:02137,1.05999994277954
2024-02-27T00:00,SEHK:02137,1.83000004291534
2024-08-27T00:00,SEHK:02137,1.00999999046326
2024-06-20T00:00,SEHK:02137,1.0900000333786
2024-05-03T00:00,SEHK:02137,1.37999999523163
2024-09-04T00:00,SEHK:02137,0.94999998807907
2024-06-07T00:00,SEHK:02137,1.25999999046326
2024-03-05T00:00,SEHK:02137,1.01999998092651
2024-08-14T00:00,SEHK:02137,0.94999998807907
2024-12-02T00:00,SEHK:02137,0.94999998807907
2024-10-09T00:00,SEHK:02137,1.25999999046326
2024-12-17T00:00,SEHK:02137,0.81999999284744
2025-01-20T00:00,SEHK:02216,0.62000000476837
2025-04-03T00:00,SEHK:02216,1.10000002384186
2025-03-28T00:00,SEHK:02216,0.88999998569489
2025-03-05T00:00,SEHK:02216,0.70999997854233
2025-02-12T00:00,SEHK:02216,0.73000001907349
2025-01-13T00:00,SEHK:02216,0.60000002384186
2025-01-14T00:00,SEHK:02216,0.60000002384186
2025-04-25T00:00,SEHK:02216,2.45000004768372
2025-01-22T00:00,SEHK:02216,0.64999997615814
2025-01-10T00:00,SEHK:02216,0.61000001430511
2025-02-21T00:00,SEHK:02216,0.81999999284744
2025-01-09T00:00,SEHK:02216,0.62999999523163
2025-05-14T00:00,SEHK:02216,2.29999995231628
2025-03-20T00:00,SEHK:02216,0.70999997854233
2025-04-28T00:00,SEHK:02216,2.4300000667572
2025-04-10T00:00,SEHK:02216,0.99000000953674
2025-04-16T00:00,SEHK:02216,1.02999997138977
2025-02-27T00:00,SEHK:02216,0.75999999046326
2025-05-21T00:00,SEHK:02216,2.1800000667572
2025-01-21T00:00,SEHK:02216,0.62999999523163
2025-03-04T00:00,SEHK:02216,0.68999999761581
2025-02-07T00:00,SEHK:02216,0.66000002622604
2025-03-24T00:00,SEHK:02216,0.76999998092651
2025-04-30T00:00,SEHK:02216,2.20000004768372
2025-03-06T00:00,SEHK:02216,0.73000001907349
2025-02-10T00:00,SEHK:02216,0.70999997854233
2025-03-07T00:00,SEHK:02216,0.73000001907349
2025-02-11T00:00,SEHK:02216,0.69999998807907
2025-01-02T00:00,SEHK:02216,0.61000001430511
2025-03-27T00:00,SEHK:02216,0.85000002384186
2025-04-29T00:00,SEHK:02216,2.15000009536743
2025-02-26T00:00,SEHK:02216,0.77999997138977
2025-02-06T00:00,SEHK:02216,0.63999998569489
2025-04-01T00:00,SEHK:02216,0.93999999761581
2025-03-12T00:00,SEHK:02216,0.72000002861023
2025-01-07T00:00,SEHK:02216,0.64999997615814
2025-03-10T00:00,SEHK:02216,0.73000001907349
2025-05-13T00:00,SEHK:02216,2.26999998092651
2025-04-02T00:00,SEHK:02216,1.04999995231628
2025-02-14T00:00,SEHK:02216,0.75
2025-05-19T00:00,SEHK:02216,2.03999996185303
2025-03-19T00:00,SEHK:02216,0.72000002861023
2025-01-06T00:00,SEHK:02216,0.64999997615814
2025-05-08T00:00,SEHK:02216,2.25999999046326
2025-04-09T00:00,SEHK:02216,0.97000002861023
2025-04-17T00:00,SEHK:02216,1.05999994277954
2025-03-13T00:00,SEHK:02216,0.72000002861023
2025-04-22T00:00,SEHK:02216,1.55999994277954
2025-05-20T00:00,SEHK:02216,2.07999992370605
2025-02-13T00:00,SEHK:02216,0.72000002861023
2025-01-03T00:00,SEHK:02216,0.61000001430511
2025-01-17T00:00,SEHK:02216,0.61000001430511
2025-04-14T00:00,SEHK:02216,1.04999995231628
2025-04-07T00:00,SEHK:02216,0.8299999833107
2025-01-16T00:00,SEHK:02216,0.61000001430511
2025-04-24T00:00,SEHK:02216,1.87000000476837
